tag_chrom,trait_reported,count
16,Electrocardiogram morphology (amplitude at temporal datapoints) [142 ms],21511
16,"Forced expiratory volume in 1-second (fev1), predicted",102657
16,Eosinophilic esophagitis,14884
16,"Lipid metabolism phenotypes [HDL-C.assay, fasting]",2107
16,Total body bone mineral density [European],745
16,Hepatitis,190
16,Feeling nervous,48021
16,Alcohol consumption (drinks per week) (MTAG),261976
16,Suffer from 'nerves',208280
16,Mean corpuscular hemoglobin [conditional on round 8],43299
16,Migraine and/or diastolic blood pressure,34049
16,"""Type 2 diabetes, wide definition""",4036
16,"Blood protein levels [PRSS22, 4534_10_2]",638
16,"""Thyrotoxicosis, other and/or unspecified""",238
16,Venous thromboembolism (SNP x SNP interaction),19086
16,Lipoprotein (a) levels,80295
16,Cognitive traits (MTAG),1062
16,Serum metabolite levels [1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*],3198
16,"Other (e.g. cornflakes, frosties) | cereal type",1084
16,Body mass index [discovery + validation],1084
16,Other and/or unspecified nontoxic goitre,245
16,Non-oily fish consumption,1084
16,Other disorders of optic [2nd] nerve and visual pathways,21
16,Respiratory or ear-nose-throat disease,14962
16,Diabetes | illnesses of father,1084
16,"""Malignant neoplasm of breast, HER-positive (controls excluding all cancers)""",76
16,Urinary metabolite levels in chronic kidney disease [furaneol sulfate],99883
16,Diastolic blood pressure [EA],14466
16,Serum metabolite levels [Gp],479
16,Serum metabolite levels [XS_VLDL_CE],931
16,Metabolite levels [Glycine],19351
16,Blood metabolite levels [X-13435],5579
16,Lysophosphatidylcholine_17:0_[M+H]1+/Lysophosphatidylethanolamine_20:0_[M+H]1+ levels,1209
16,Serum metabolite levels (CMS) [XL_HDL_CE],931
16,Vitamin C levels,239
16,Chronic renal failure,232
16,Neuronal pentraxin receptor levels,174
16,Brain volume in infants (white matter),3
16,Bioavailable testosterone levels,240506
16,Cortical thickness (MOSTest),814
16,Body mass index (age interaction),1084
16,Cognitive performance,241992
16,Lysophosphatidylcholine levels [LPC(16:0;0],43
16,"Fracture nose | non-cancer illness code, self-reported",9
16,Snoring,211061
16,4-chlorobenzoic acid levels,1512
16,Heart disease | illnesses of father,284
16,Hair color,89865
16,Feeling tense,48709
16,Other malignant neoplasms of skin (=non-melanoma skin cancer),14549
16,Electrocardiogram morphology (amplitude at temporal datapoints) [186 ms],19667
16,Response to statins (HDL cholesterol change),931
16,Body fat percentage [European men],1075
16,Type 2 diabetes [DGI+FUSION+WTCCC],1084
16,Serum levels of protein ANTXR1,931
16,Neuroblastoma (1p deletion),406
16,Brain morphology (min-P),73544
16,Insulin-like growth factor 1 levels,748526
16,"Pulmonary function (smoking interaction) [FEV1/FVC, Ever-smoking]",2024
16,Insomnia [Female],16065
16,Ear-nose-throat disorder,3265
16,Urolithiasis,1777
16,Benign neoplasm of skin,12417
16,"Hypertension | non-cancer illness code, self-reported",75498
16,Asthma (only as main-diagnosis),6828
16,Spironolactone | treatment/medication code,2023
16,Electrocardiogram morphology (amplitude at temporal datapoints) [292 ms],384
16,Inflammatory bowel disease [Adult],103
16,Renal function-related traits (eGRFcrea),232
16,Homocysteine levels,33228
16,Mean reticulocyte volume,1045717
16,"Light diy (eg: pruning, watering the lawn) | types of physical activity in last 4 weeks",221024
16,Ankle spacing width (right),255241
16,HDL Cholesterol - Triglycerides (HDLC-TG),733
16,CD127 on CD28+ CD45RA+ CD8+ T cell,13048
16,Sphingolipid levels [proportions],107
16,Nonatopic asthma,7990
16,Peritoneal adhesions (postoperative) (postinfection),1166
16,Qvar 50 inhaler | treatment/medication code,2596
16,Systemic lupus erythematosus [EA],7672
16,Electrocardiogram morphology (amplitude at temporal datapoints) [58 ms],2595
16,Glyceryl trinitrate product | treatment/medication code,76
16,Iron deficiency anemia,43
16,Knee osteoarthritis,26498
16,Daytime nap,244466
16,Neutrophil-to-lymphocyte ratio,2834
16,HDL cholesterol levels x long total sleep time interaction (2df test),37601
16,Tense / 'highly strung',48538
16,Joint mobility (Beighton score),3514
16,Body mass index (adult) [AA],1084
16,Gained weight | weight change during worst episode of depression,1084
16,White blood cell count (basophil),11627
16,White matter microstructure (fractional anisotropy) [Retrolenticular part of internal capsule],815
16,White matter microstructure (mode of anisotropy) [Body of corpus callosum],815
16,SSC-A on HLA DR+ T cell,1285
16,Asthma,121292
16,Cognitive ability,422066
16,Pulse pressure,302537
16,General risk tolerance (MTAG),24776
16,Electrocardiogram morphology (amplitude at temporal datapoints) [128 ms],1927
16,Electrocardiogram morphology (amplitude at temporal datapoints) [326 ms],384
16,"None of the above | medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",835
16,"""Malignant neoplasm of breast, HER-negative (controls excluding all cancers)""",76
16,Meat-related diet,172
16,Myopia (pathological),89
16,HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df),78239
16,Neutrophill percentage,25095
16,Red blood cell traits [MCHC],2812
16,Serum levels of protein APOA5,931
16,Protein levels in obesity [Haptoglobin mixed],1314
16,Electrocardiogram morphology (amplitude at temporal datapoints) [276 ms],1948
16,"Blood pressure (smoking interaction) [SBP,Pack-years]",1926
16,Blood metabolite ratios [lysine/glutaroyl carnitine],7223
16,White matter microstructure (axial diusivities) [Fornix (column and body],809
16,Educational attainment (years of education),875749
16,Glycated hemoglobin levels,450063
16,Trunk fat percentage,313912
16,"""Type 2 diabetes, strict (exclude DM1)""",4045
16,"Lipid metabolism phenotypes [HDL-C.by.NMR, whole]",1525
16,Diastolic blood pressure x smoking status (ever vs never) interaction (2df test),1032
16,Liver enzyme levels (gamma-glutamyl transferase),7705
16,Beef consumption,1084
16,White matter microstructure (radial diusivities) [Fornix (column and body],809
16,Smoking initiation (ever regular vs never regular) [Conditioned on chr16:72574550],219
16,Thyrotoxicosis,238
16,Lung function (FEV1/FVC),233013
16,Serum metabolite levels (CMS) [Remnant_C],2107
16,Electrocardiogram morphology (amplitude at temporal datapoints) [-34 ms],302
16,Pattern 2 | hair/balding pattern,304
16,Pulse pressure [East Asian],1862
16,Electrocardiogram morphology (amplitude at temporal datapoints) [22 ms],416
16,Optic cup area [EA],103
16,Body mass index in physically active individuals,219301
16,Coronary artery disease,311729
16,Adult body size,313828
16,"Skin cancer | cancer code, self-reported",9672
16,"Basal cell carcinoma | cancer code, self-reported",19103
16,"Blood protein levels [WFIKKN1, 3191_50_2]",7711
16,3mm weak meridian (right),683
16,Obesity (extreme),4529
16,Serum metabolite levels [carotene diol (2],398
16,HDL cholesterol levels [BMI unadjusted],62888
16,Neuritic plaques (SNP x SNP interaction),3242
16,Cardioembolic stroke (CCS or TOAST classification),172
16,Electrocardiogram morphology (amplitude at temporal datapoints) [122 ms],3918
16,Hypothyroidism and >3 levothyroxin purchases,102
16,Spherical equivalent or myopia (age of diagnosis),536
16,Age-related hearing impairment (high frequency),23968
16,Glomerular filtration rate in type 2 diabetes,232
16,HLA DR+ T cell%T cell,1285
16,Energy expenditure [Women],1721
16,3mm cylindrical power (right),2263
16,Mean corpuscular hemoglobin concentration,1318727
16,Use of sun/uv protection,48376
16,Hair morphology traits [Hair color phototype score],24067
16,"Red blood cell traits [EA, MCHC]",1444
16,Attention deficit hyperactivity disorder (MTAG),576
16,Age-related macular degeneration,1970
16,Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies),19
16,Cognitive aspects of educational attainment,434470
16,Serum alkaline phosphatase levels,445457
16,Alzheimer's disease or LDL levels (pleiotropy),56462
16,LDL cholesterol levels in current drinkers [Asian],5063
16,Body mass index x sex x age interaction (4df test),1084
16,Phosphatidylcholine-O_34:3_[M+OAc]1-/Phosphatidylcholine-P_34:2_[M+OAc]1-/Phosphatidylserine-O_38:2_[M-H]1- levels,2224
16,Low testosterone levels,84
16,Serum metabolite levels (CMS) [S_VLDL_C],931
16,Triglyceride levels in current drinkers,518
16,Polycystic ovary syndrome,59
16,Protein quantitative trait loci (liver) [NPC2],2
16,Protein quantitative trait loci (liver) [DECR2],43544
16,Peak expiratory flow (pef),51332
16,Neuroticism (MTAG),298
16,Serum metabolite levels [XS_VLDL_L],931
16,Dentures,40728
16,Offspring birth weight,256025
16,PR interval,22818
16,Diabetes diagnosed by doctor,17096
16,HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df) [EA],73014
16,Triglyceride levels x short total sleep time interaction (2df test),1506
16,Vertical cup-disc ratio (adjusted for vertical disc diameter),150
16,Electrocardiogram morphology (amplitude at temporal datapoints) [124 ms],1927
16,"Red blood cell traits [MCHC, AA]",198
16,Interstitial lung disease,379
16,"""Gonarthrosis,primary""",1093
16,Serum metabolite levels (CMS) [XL_HDL_FC],931
16,Global electrical heterogeneity phenotypes [SAI QRST],769
16,Medication use (agents acting on the renin-angiotensin system),182647
16,CCR7 on naive CD8+ T cell,13048
16,Glycerophospholipid levels [lysoPhosphatidylcholine acyl C20:3],6894
16,Serum metabolite levels [lysine],6739
16,Noncognitive aspects of educational attainment,11440
16,N-acetyltaurine levels,329
16,Injury of nerves at forearm level,26
16,Metabolic syndrome [HDL],80678
16,"Other | hair colour (natural, before greying)",18684
16,Electrocardiogram morphology (amplitude at temporal datapoints) [240 ms],28519
16,Height adjusted BMI,1084
16,High density lipoprotein cholesterol levels [additive model],1039
16,Moxonidine | treatment/medication code,68
16,Squamous cell carcinoma,16782
16,Spherical equivalent,78020
16,Body fat percentage [male],220713
16,Alcohol usually taken with meals,357
16,High-sensitivity cardiac troponin I concentration,2066
16,Relative fat intake,1084
16,"Body mass index in physically inactive individuals [EA, women]",990
16,Systemic sclerosis,721
16,Malignant neoplasm of breast,76
16,White matter microstructure (mean diusivities) [Superior longitudinal fasciculus],2948
16,Lymphocyte count,4264
16,Electrocardiogram morphology (amplitude at temporal datapoints) [70 ms],1991
16,3-hydroxy-1-methylpropylmercapturic acid levels in smokers [AA],4
16,C-reactive protein levels or HDL-cholesterol levels (pleiotropy),82829
16,Cortical surface area (MOSTest),23884
16,Cholesteryl ester_14:0_[M+NH4]1+ levels,1461
16,Serum metabolite levels [S_VLDL_L],931
16,Digit length ratio (left hand) [EA],18
16,Impedance of arm (right),215606
16,Mean platelet (thrombocyte) volume,126314
16,3-hydroxypropylmercapturic acid levels in smokers [Japanese],193
16,Breast cancer (estrogen-receptor negative),2688
16,Electrocardiogram morphology (amplitude at temporal datapoints) [-10 ms],33
16,Tonsillectomy,267564
16,Morningness,19230
16,HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df) [Hispanic],71645
16,High blood pressure | illnesses of siblings,1154
16,Sleeplessness / insomnia,4715
16,Velopharyngeal dysfunction,4106
16,Lipid or lipoprotein levels [HDL cholesterol],1639
16,Urate levels [women],2022
16,"Other chronic ischemic heart disease, unspecified",112
16,Telmisartan | treatment/medication code,11
16,Risk-taking tendency (4-domain principal component model),18661
16,Adiponectin levels,1721
16,Protein quantitative trait loci (liver) [ADH7],59
16,Facial pigmentation measurement (polar light),126137
16,Serum levels of protein CPB1,7084
16,Blood metabolite levels [X-12556],22932
16,Bipolar disorder or major depressive disorder,3655
16,Doctor diagnosed asthma,7328
16,Nonsyndromic cleft lip with or without cleft palate,1427
16,Electrocardiogram morphology (amplitude at temporal datapoints) [274 ms],1948
16,Waist-to-hip ratio adjusted for body mass index [women],518
16,Sleep duration,19410
16,"High cholesterol | non-cancer illness code, self-reported",12731
16,Neuroblastoma (11q deletion),1474
16,Skin cancer,63117
16,Diabetes,19185
16,Arm fat-free mass (right),399952
16,Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction),45570
16,HDL cholesterol x physical activity interaction (2df test) [EA],733
16,Tuberculosis (SNP x SNP interaction),1204
16,Serum levels of protein NBL1,232
16,"Blood pressure measurement (high sodium and potassium intervention) [DBP, during intervention]",231
16,Renal failure,232
16,Red vs non-red hair color,36032
16,Predicted visceral adipose tissue,295085
16,Phosphatidylcholine_37:3_[M+OAc]1-/Phosphatidylserine_41:2_[M-H]1- levels,5700
16,Electrocardiogram morphology (amplitude at temporal datapoints) [206 ms],53812
16,Autoimmune diseases,7358
16,Spherical equivalent (joint analysis main effects and education interaction),9
16,Inflammatory bowel disease (early onset),214276
16,Monobrow,6616
16,Left-handedness,241608
16,"Blood protein levels [PNLIPRP1, 6627_25_3]",2185
16,Facial morphology [left alare-labiale superius distance],14273
16,Hematuria,480
16,Visceral adipose tissue volume,1084
16,Normal facial asymmetry (angle of surface orientation score),36
16,Mood swings,6365
16,CD19 on B cell,99229
16,Agouti-related protein levels,34279
16,Phosphatidylethanolamine(40:2)_[M-H]1- levels,6916
16,Phosphatidylcholine(38:3)_[M+H]1+/Phosphatidylethanolamine(41:3)_[M+H]1+/Phosphatidate(43:4)_[M+NH4]1+ levels,6916
16,"Oat cereal (e.g. ready brek, porridge) | cereal type",1084
16,Chronic obstructive pulmonary disease-related biomarkers [SP-D],236
16,Urinary metabolite levels in chronic kidney disease [X - 24339],16287
16,Pancreas fat,4132
16,BMI (adjusted for smoking behaviour),279663
16,Skin aging (microtopography measurement),10207
16,Waist-hip ratio,1097685
16,Atopic asthma,89710
16,Type 2 diabetes [conditional],34238
16,Total testosterone levels,265744
16,Hypothyroidism or myxedema,22864
16,Phosphatidylcholine_34:3_[M+H]1+/Phosphatidylethanolamine_37:3_[M+H]1+/Phosphatidate_39:4_[M+NH4]1+ levels,6755
16,Body fat percentage [European],1075
16,TPE interval (resting) [women],1991
16,"Blood protein levels [CTRB2, 5648_28_3]",5653
16,"Heart attack/myocardial infarction | non-cancer illness code, self-reported",1473
16,Average weekly red wine intake,547
16,Blood osmolality (transformed sodium) [EA],2384
16,Lipid metabolism phenotypes [HDL-C],931
16,Bone mineral density [hip BMD],236
16,CD3 on CD45RA+ CD4+ T cell,13118
16,Skin changes due to chronic exposure to nonionizing radiation,12299
16,Fat-free mass [female],1352
16,Serum metabolite levels [S_VLDL_C],931
16,Age at first live birth,89
16,HDL cholesterol [Yoruban],218
16,Glucuronate levels,888
16,Second line medication for Crohns disease,45
16,HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),73014
16,Childhood sunburn occasions,35764
16,Metabolic biomarkers (multivariate analysis),285767
